Gene_symbol,Allele_symbol,Reference,PMID
Lce1m,Lce1m<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lce3c,Lce3c<tm2a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lce3e,Lce3e<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ldhb,Ldhb<tm1b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ldlrad4,Ldlrad4<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Leo1,Leo1<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Leprot,Leprot<tm2a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Leprot,Leprot<tm2b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lfng,Lfng<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lgals7,Lgals7<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lgals7,Lgals7<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lix1l,Lix1l<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lmna,Lmna<G609G>,Van der Weyden et al. 2020,PMID: 32245826
Lncenc1,Lncenc1<tm1.1(NCC)WCS>,Van der Weyden et al. 2020,PMID: 32245826
Lonrf3,Lonrf3<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lonrf3,Lonrf3<tm1b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lpcat3,Lpcat3<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lpxn,Lpxn<tm1b(EUCOMM)Hmgu>,Van der Weyden et al. 2020,PMID: 32245826
Lrba,Lrba<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lrguk,Lrguk<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lrig1,Lrig1<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lrmp,Lrmp<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lrrc23,Lrrc23<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lrrc36,Lrrc36<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lrrc71,Lrrc71<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lrrc8d,Lrrc8d<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lrrk2,Lrrk2<tm1.1(KOMP)Mbp>,Van der Weyden et al. 2020,PMID: 32245826
Lsm10,Lsm10<tm2a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lsm14b,Lsm14b<tm1b(KOMP)Mbp>,Van der Weyden et al. 2020,PMID: 32245826
Lta4h,Lta4h<em2(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lta4h,Lta4h<em3(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Luc7l2,Luc7l2<tm1b(EUCOMM)Hmgu>,Van der Weyden et al. 2020,PMID: 32245826
Ly6f,Ly6f<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ly6g,Ly6g<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lyplal1,Lyplal1<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lyrm9,Lyrm9<tm1a(KOMP)Mbp>,Van der Weyden et al. 2020,PMID: 32245826
Lztr1,Lztr1<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Lzts1,Lzts1<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Macrod1,Macrod1<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mad2l2,Mad2l2<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Magee2,Magee2<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mal,Mal<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mamstr,Mamstr<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Man2b2,Man2b2<tm1b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mansc4,Mansc4<tm1b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Map2k7,Map2k7<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Map3k1,Map3k1<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Marco,Marco<tm1ktry>,Van der Weyden et al. 2020,PMID: 32245826
Mast2,Mast2<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Matn4,Matn4<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mau2,Mau2<tm1b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mbd1,Mbd1<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mbl2,Mbl2<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mcf2l,Mcf2l<tm1a(EUCOMM)Hmgu>,Van der Weyden et al. 2020,PMID: 32245826
Mdfic,Mdfic<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Med19,Med19<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Med22,Med22<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Med23,Med23<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Medag,Medag<tm2b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mep1a,Mep1a<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Metrnl,Metrnl<tm1b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mettl24,Mettl24<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mga,Mga<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mgat4c,Mgat4c<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Micu2,Micu2<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mier1,Mier1<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mill1,Mill1<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mill2,Mill2<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Minar2,Minar2<tm1b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
mir-122,(no gene)<(tm1)Brd>,Van der Weyden et al. 2020,PMID: 32245826
mir-145,(no gene)<mir145-KO>,Van der Weyden et al. 2020,PMID: 32245826
Mir210,ENSMUSG00000065551<(tm1)Brd>,Van der Weyden et al. 2020,PMID: 32245826
Mir211,ENSMUSG00000065585<(tm1)Brd>,Van der Weyden et al. 2020,PMID: 32245826
Mir32,Mir32<(tm1)Brd>,Van der Weyden et al. 2020,PMID: 32245826
Mir342,ENSMUSG00000065436<Brd(tm1)>,Van der Weyden et al. 2020,PMID: 32245826
Mir34a,ENSMUSG00000065493<(tm1)Brd>,Van der Weyden et al. 2020,PMID: 32245826
Mir96,Mir96<tm2.2(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mir96,Mir96<tm3.2(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mirc2,(ClusterXN1)<tm1(Brd)>,Van der Weyden et al. 2020,PMID: 32245826
Mirc3,(Cluster5N1)<(tm1)Brd>,Van der Weyden et al. 2020,PMID: 32245826
Mirc40,ENSMUSG00000065619<(tm1)Brd>,Van der Weyden et al. 2020,PMID: 32245826
Mkrn2,Mkrn2<tm1b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mmadhc,Mmadhc<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Morc2a,Morc2a<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mospd1,Mospd1<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mpg,Mpg<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mrm1,Mrm1<tm2a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mroh4,Mroh4<tm1b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mroh9,Mroh9<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mrpl20,Mrpl20<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mrpl23,Mrpl23<tm2b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mrps21,Mrps21<tm1e(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mrps5,Mrps5<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Msl1,Msl1<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Msr1,Msr1<tm1csk>,Van der Weyden et al. 2020,PMID: 32245826
Mtmr1,Mtmr1<tm2a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mtmr1,Mtmr1<tm2b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mtor,Mtor<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mtss1l,Mtss1l<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mybphl,Mybphl<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mybphl,Mybphl<tm1b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Myd88,Myd88<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Myh14,Myh14<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Myh3,Myh3<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Myh7b,Myh7b<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Myl10,Myl10<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Myl3,Myl3<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Myo10,Myo10<tm2(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Myo5b,Myo5b<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Myo7a,Myo7a<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Myo9a,Myo9a<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Mysm1,Mysm1<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Myt1l,Myt1l<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
N6amt2,N6amt2<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Naaa,Naaa<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nacad,Nacad<tm1(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nacc2,Nacc2<tm2b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nadk2,Nadk2<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nat10,Nat10<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nbeal1,Nbeal1<tm2b(EUCOMM)Hmgu>,Van der Weyden et al. 2020,PMID: 32245826
Nbeal2,Nbeal2<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ncapd2,Ncapd2<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ncapd3,Ncapd3<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ncaph2,Ncaph2<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ncf1,Ncf1<m1J>,Van der Weyden et al. 2020,PMID: 32245826
Ncf2,Ncf2<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ncf4,Ncf4<tm2Pth>,Van der Weyden et al. 2020,PMID: 32245826
Nctc1,Nctc1<tm1.1(NCC)WCS>,Van der Weyden et al. 2020,PMID: 32245826
Ndrg2,Ndrg2<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ndufb4,Ndufb4<tm1b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ndufb8,Ndufb8<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nebl,Nebl<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nek3,Nek3<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nek9,Nek9<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nelfe,Nelfe<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nfkb1,Nfkb1<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nfkbil1,Nfkbil1<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nfu1,Nfu1<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ngrn,Ngrn<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nhlrc2,Nhlrc2<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nhp2,Nhp2<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ninj2,Ninj2<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nipsnap3a,Nipsnap3a<tm1b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nkain3,Nkain3<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nme4,Nme4<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nmrk1,Nmrk1<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Npat,Npat<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nr0b1,Nr0b1<em2(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nrbp1,Nrbp1<tm3a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nrde2,Nrde2<tm2a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nrg4,Nrg4<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nsmce1,Nsmce1<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nubpl,Nubpl<tm1b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nudcd3,Nudcd3<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nudt12,Nudt12<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nup85,Nup85<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nutm1,Nutm1<tm1b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nutm2,Nutm2<tm2b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Nxn,Nxn<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Oaf,Oaf<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Oard1,Oard1<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Oas1g,Oas1g<tm3e(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Oaz1,Oaz1<tm2e(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ocm,Ocm<tm1e(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ogdh,Ogdh<tm1e(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Olfr168,Olfr168<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Oog2,Oog2<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Orc1,Orc1<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Orc3,Orc3<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Os9,Os9<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Osbpl3,Osbpl3<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ostn,Ostn<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Otof,Otof<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Otub2,Otub2<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Otud7b,Otud7b<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Oxr1,Oxr1<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pabpc4,Pabpc4<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pabpn1l,Pabpn1l<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Palm,Palm<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pam16,Pam16<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Parn,Parn<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Paupar,Paupar<tm1.1(NCC)WCS>,Van der Weyden et al. 2020,PMID: 32245826
Pcdh1,Pcdh1<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pcdh15,Pcdh15<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pced1a,Pced1a<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pclaf,Pclaf<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pdcd2,Pdcd2<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pdia4,Pdia4<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pdk3,Pdk3<tm2a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pdlim1,Pdlim1<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pds5b,Pds5b<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pdxk,Pdxk<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pdzd3,Pdzd3<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pdzd8,Pdzd8<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pdzk1,Pdzk1<tm2b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pdzrn4,Pdzrn4<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pear1,Pear1<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pepd,Pepd<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pfkfb4,Pfkfb4<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pgap2,Pgap2<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Phf7,Phf7<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Phf8,Phf8<em2(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Phgdh,Phgdh<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Phip,Phip<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pigf,Pigf<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pigl,Pigl<tm1b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pik3cg,Pik3cg<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pilrb2,Pilrb2<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pitrm1,Pitrm1<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pitx1,Pitx1<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pkhd1,Pkhd1<tm1Cjwa>,Van der Weyden et al. 2020,PMID: 32245826
Pla2g2c,Pla2g2c<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pla2g6,Pla2g6<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Plcg2,Plcg2<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pld3,Pld3<tm1e(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Plekhf1,Plekhf1<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Plekhg1,Plekhg1<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Plet1,Plet1<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pls3,Pls3<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Plscr2,Plscr2<tm1b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Plxdc1,Plxdc1<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Plxna2,Plxna2<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Plxnb3,Plxnb3<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pogk,Pogk<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Polb,Polb<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pold3,Pold3<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Polr2f,Polr2f<tm1e(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Polr3f,Polr3f<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Polr3g,Polr3g<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pop4,Pop4<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pou6f1,Pou6f1<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ppil3,Ppil3<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ppp1cc,Ppp1cc<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ppp6c,Ppp6c<tm1a(EUCOMM)Hmgu>,Van der Weyden et al. 2020,PMID: 32245826
Praf2,Praf2<tm1e(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Prame,Prame<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Prdm8,Prdm8<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Prkab1,Prkab1<tm1b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Prkd1,Prkd1<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Prkd1,Prkd1<em2(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Prmt7,Prmt7<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Prr14l,Prr14l<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Prr5l,Prr5l<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Prrc2b,Prrc2b<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Prrg2,Prrg2<tm1b(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Prrt2,Prrt2<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Prss52,Prss52<tm2a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Prss53,Prss53<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Prss53,Prss53<em2(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Prss53,Prss53<em3(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Prune2,Prune2<tm1e(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Psat1,Psat1<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Psat1,Psat1<tm1b(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Psg17,Psg17<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Psg18,Psg18<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Psg19,Psg19<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Psg20,Psg20<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Psg21,Psg21<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Psg22,Psg22<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Psg25,Psg25<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Psg26,Psg26<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Psg27,Psg27<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Psg29,Psg29<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Psph,Psph<tm1a(EUCOMM)Hmgu>,Van der Weyden et al. 2020,PMID: 32245826
Pth,Pth<tm1a(EUCOMM)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pth1r,Pth1r<tm1a(EUCOMM)Hmgu>,Van der Weyden et al. 2020,PMID: 32245826
Pth2r,Pth2r<tm2a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pthlh,Pthlh<tm1a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ptk2b,Ptk2b<em1(IMPC)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Ptprd,Ptprd<tm2a(KOMP)Wtsi>,Van der Weyden et al. 2020,PMID: 32245826
Pus10,Pus10<tm1a(EUCOMM)Hmgu>,Van der Weyden et al. 2020,PMID: 32245826
